index,maquina,data
34144,94,2015-03-09
33537,92,2015-07-12
31202,86,2015-02-27
12311,34,2015-07-31
32640,90,2015-01-30
30703,84,2015-10-18
16977,47,2015-04-28
773,3,2015-02-10
15842,44,2015-03-22
4108,12,2015-03-20
79,1,2015-03-21
32690,90,2015-03-21
1589,5,2015-05-05
14255,39,2015-11-20
20330,56,2015-06-23
2409,7,2015-07-31
33800,93,2015-03-31
5467,15,2015-12-01
29739,82,2015-03-02
10970,30,2015-12-04
20308,56,2015-06-01
20030,55,2015-08-28
33819,93,2015-04-19
15697,43,2015-10-29
7440,21,2015-04-18
23711,65,2015-09-15
11617,32,2015-09-08
21812,60,2015-07-10
34411,94,2015-11-30
10569,29,2015-10-31
35521,97,2015-12-11
32911,90,2015-10-27
25915,71,2015-09-21
12882,36,2015-02-19
26281,72,2015-09-21
20675,57,2015-06-01
9798,27,2015-09-22
31803,87,2015-10-20
30990,85,2015-07-31
1447,4,2015-12-15
25575,70,2015-10-18
10459,29,2015-07-13
25125,69,2015-07-26
34488,95,2015-02-14
9846,27,2015-11-09
20339,56,2015-07-02
32242,88,2015-12-30
2139,6,2015-11-05
23131,64,2015-02-14
27018,74,2015-09-25
29769,82,2015-04-01
12654,35,2015-07-08
26262,72,2015-09-02
26315,72,2015-10-25
4159,12,2015-05-10
30417,84,2015-01-05
9934,28,2015-02-04
15092,42,2015-03-04
36641,100,2015-12-31
34148,94,2015-03-13
7622,21,2015-10-16
24071,66,2015-09-08
30449,84,2015-02-06
146,1,2015-05-27
12926,36,2015-04-04
8438,24,2015-01-05
22447,62,2015-04-04
32728,90,2015-04-28
33156,91,2015-06-28
24458,67,2015-09-29
12179,34,2015-03-21
24052,66,2015-08-20
10134,28,2015-08-23
11495,32,2015-05-10
529,2,2015-06-12
1592,5,2015-05-08
34182,94,2015-04-16
16997,47,2015-05-18
8743,24,2015-11-06
4862,14,2015-04-08
18933,52,2015-08-30
5863,16,2015-12-29
28450,78,2015-08-24
13818,38,2015-09-11
21496,59,2015-08-29
36556,100,2015-10-07
25908,71,2015-09-14
4769,14,2015-01-05
36634,100,2015-12-24
8576,24,2015-05-23
25344,70,2015-03-01
27667,76,2015-07-04
33272,91,2015-10-22
33445,92,2015-04-12
24103,66,2015-10-10
35536,97,2015-12-26
27498,76,2015-01-16
25323,70,2015-02-08
32304,89,2015-03-01
16006,44,2015-09-02
14159,39,2015-08-16
31298,86,2015-06-03
36117,99,2015-07-26
26211,72,2015-07-13
16503,46,2015-01-10
15570,43,2015-06-24
11926,33,2015-07-12
8013,22,2015-11-08
21442,59,2015-07-06
35305,97,2015-05-09
5387,15,2015-09-13
9389,26,2015-08-10
13727,38,2015-06-12
27518,76,2015-02-05
35412,97,2015-08-24
31151,86,2015-01-07
26492,73,2015-04-18
36335,100,2015-02-28
2137,6,2015-11-03
18436,51,2015-04-22
29348,81,2015-02-05
15394,42,2015-12-31
21082,58,2015-07-12
9013,25,2015-08-01
5696,16,2015-07-15
4456,13,2015-03-02
11344,31,2015-12-11
15513,43,2015-04-28
29599,81,2015-10-14
5685,16,2015-07-04
32457,89,2015-08-01
35111,96,2015-10-29
24898,68,2015-12-12
30395,83,2015-12-16
6158,17,2015-10-18
23993,66,2015-06-22
28123,77,2015-10-02
31194,86,2015-02-19
15667,43,2015-09-29
5126,14,2015-12-28
23102,64,2015-01-16
31421,86,2015-10-04
20397,56,2015-08-29
878,3,2015-05-26
847,3,2015-04-25
29723,82,2015-02-14
25507,70,2015-08-11
30023,82,2015-12-11
35661,98,2015-04-29
15327,42,2015-10-25
4511,13,2015-04-25
28607,79,2015-01-27
32669,90,2015-02-28
27873,77,2015-01-25
30565,84,2015-06-02
31754,87,2015-09-01
27710,76,2015-08-16
15237,42,2015-07-27
32536,89,2015-10-19
21838,60,2015-08-05
17614,49,2015-01-23
30044,82,2016-01-01
23086,63,2016-01-01
1337,4,2015-08-27
25094,69,2015-06-25
10847,30,2015-08-04
26031,72,2015-01-14
5616,16,2015-04-27
7562,21,2015-08-17
27983,77,2015-05-15
15277,42,2015-09-05
32659,90,2015-02-18
11591,32,2015-08-13
11701,32,2015-12-01
29675,81,2015-12-29
25790,71,2015-05-19
18181,50,2015-08-11
34308,94,2015-08-20
34903,96,2015-04-04
8503,24,2015-03-11
17135,47,2015-10-03
25676,71,2015-01-26
6544,18,2015-11-06
17708,49,2015-04-27
498,2,2015-05-12
22860,63,2015-05-20
17980,50,2015-01-22
2724,8,2015-06-10
27283,75,2015-06-16
12376,34,2015-10-04
15413,43,2015-01-18
3308,10,2015-01-13
20464,56,2015-11-03
35101,96,2015-10-19
2921,8,2015-12-24
16607,46,2015-04-24
20390,56,2015-08-22
26600,73,2015-08-04
6350,18,2015-04-26
27945,77,2015-04-07
19730,54,2015-11-02
20667,57,2015-05-24
36446,100,2015-06-19
15312,42,2015-10-10
21591,59,2015-12-02
18132,50,2015-06-23
2265,7,2015-03-09
15514,43,2015-04-29
33041,91,2015-03-05
31769,87,2015-09-16
16163,45,2015-02-05
33363,92,2015-01-20
23869,66,2015-02-19
17362,48,2015-05-17
1504,5,2015-02-09
22872,63,2015-06-01
23033,63,2015-11-09
30750,84,2015-12-04
5646,16,2015-05-27
21273,59,2015-01-18
34049,93,2015-12-05
13581,38,2015-01-17
12374,34,2015-10-02
8004,22,2015-10-30
5506,16,2015-01-07
10625,29,2015-12-26
5198,15,2015-03-08
25531,70,2015-09-04
18919,52,2015-08-16
22964,63,2015-09-01
11192,31,2015-07-13
7949,22,2015-09-05
33324,91,2015-12-13
24719,68,2015-06-16
25796,71,2015-05-25
10599,29,2015-11-30
18981,52,2015-10-17
16531,46,2015-02-07
3373,10,2015-03-19
3999,11,2015-12-03
4550,13,2015-06-03
32023,88,2015-05-27
23715,65,2015-09-19
3227,9,2015-10-25
1045,3,2015-11-09
17730,49,2015-05-19
24817,68,2015-09-22
11712,32,2015-12-12
3916,11,2015-09-11
12240,34,2015-05-21
5713,16,2015-08-01
6785,19,2015-07-04
25108,69,2015-07-09
18171,50,2015-08-01
14684,41,2015-01-21
24749,68,2015-07-16
10020,28,2015-05-01
8213,23,2015-05-26
30314,83,2015-09-26
30753,84,2015-12-07
26227,72,2015-07-29
20615,57,2015-04-02
1264,4,2015-06-15
35907,98,2015-12-29
33747,93,2015-02-06
14050,39,2015-04-29
16416,45,2015-10-16
8892,25,2015-04-03
22651,62,2015-10-25
29365,81,2015-02-22
15964,44,2015-07-22
18476,51,2015-06-01
1965,6,2015-05-15
22774,63,2015-02-23
27935,77,2015-03-28
17173,47,2015-11-10
13276,37,2015-03-19
20029,55,2015-08-27
21984,60,2015-12-29
29338,81,2015-01-26
5360,15,2015-08-17
7318,20,2015-12-18
17382,48,2015-06-06
21105,58,2015-08-04
35593,98,2015-02-20
3414,10,2015-04-29
2190,6,2015-12-26
19520,54,2015-04-06
12932,36,2015-04-10
19006,52,2015-11-10
18347,51,2015-01-23
31296,86,2015-06-01
17928,49,2015-12-02
7394,21,2015-03-03
34882,96,2015-03-14
33910,93,2015-07-19
32371,89,2015-05-07
25732,71,2015-03-22
14978,41,2015-11-11
23822,66,2015-01-03
10950,30,2015-11-14
426,2,2015-03-02
1141,4,2015-02-12
16548,46,2015-02-24
13736,38,2015-06-21
8145,23,2015-03-19
28538,78,2015-11-20
24186,66,2016-01-01
20009,55,2015-08-07
19282,53,2015-08-12
8730,24,2015-10-24
15114,42,2015-03-26
3859,11,2015-07-16
22796,63,2015-03-17
33614,92,2015-09-27
24628,68,2015-03-17
12495,35,2015-01-30
26700,73,2015-11-12
7340,21,2015-01-08
35121,96,2015-11-08
26317,72,2015-10-27
31836,87,2015-11-22
17258,48,2015-02-02
34907,96,2015-04-08
33409,92,2015-03-07
32847,90,2015-08-24
34601,95,2015-06-07
23740,65,2015-10-14
21139,58,2015-09-07
3294,9,2015-12-31
34089,94,2015-01-13
1230,4,2015-05-12
24279,67,2015-04-03
4451,13,2015-02-25
24837,68,2015-10-12
9068,25,2015-09-24
21367,59,2015-04-22
18037,50,2015-03-20
29742,82,2015-03-05
25477,70,2015-07-12
31184,86,2015-02-09
34868,96,2015-02-28
7866,22,2015-06-14
24583,68,2015-01-31
36543,100,2015-09-24
26019,72,2015-01-02
12577,35,2015-04-22
1762,5,2015-10-25
14846,41,2015-07-02
10085,28,2015-07-05
18258,50,2015-10-27
2714,8,2015-05-31
18055,50,2015-04-07
2134,6,2015-10-31
19046,52,2015-12-20
13438,37,2015-08-28
32898,90,2015-10-14
26920,74,2015-06-19
27114,74,2015-12-30
31829,87,2015-11-15
24876,68,2015-11-20
13939,39,2015-01-08
5684,16,2015-07-03
25408,70,2015-05-04
19415,53,2015-12-23
2500,7,2015-10-30
23524,65,2015-03-13
24066,66,2015-09-03
22898,63,2015-06-27
15993,44,2015-08-20
12615,35,2015-05-30
5598,16,2015-04-09
30641,84,2015-08-17
30749,84,2015-12-03
28075,77,2015-08-15
34231,94,2015-06-04
28183,77,2015-12-01
23876,66,2015-02-26
22036,61,2015-02-18
28013,77,2015-06-14
34310,94,2015-08-22
18553,51,2015-08-17
5660,16,2015-06-10
4145,12,2015-04-26
5695,16,2015-07-14
11027,31,2015-01-29
20050,55,2015-09-17
5200,15,2015-03-10
9489,26,2015-11-18
35560,98,2015-01-18
20764,57,2015-08-29
13089,36,2015-09-14
19948,55,2015-06-07
35418,97,2015-08-30
20690,57,2015-06-16
17835,49,2015-09-01
11119,31,2015-05-01
14797,41,2015-05-14
32202,88,2015-11-21
3741,11,2015-03-21
12655,35,2015-07-09
22565,62,2015-07-31
10332,29,2015-03-08
1271,4,2015-06-22
26147,72,2015-05-10
32234,88,2015-12-22
17606,49,2015-01-15
3039,9,2015-04-20
8021,22,2015-11-16
14243,39,2015-11-08
34028,93,2015-11-14
6379,18,2015-05-25
9289,26,2015-05-02
21637,60,2015-01-16
28326,78,2015-04-22
6546,18,2015-11-08
10631,29,2016-01-01
29317,81,2015-01-05
8073,23,2015-01-06
7210,20,2015-09-01
8447,24,2015-01-14
2406,7,2015-07-28
10476,29,2015-07-30
13621,38,2015-02-26
7397,21,2015-03-06
8277,23,2015-07-29
34366,94,2015-10-17
11923,33,2015-07-09
8301,23,2015-08-22
21133,58,2015-09-01
12869,36,2015-02-06
29216,80,2015-09-27
662,2,2015-10-23
24707,68,2015-06-04
7251,20,2015-10-12
21178,58,2015-10-16
14264,39,2015-11-29
3730,11,2015-03-10
18575,51,2015-09-08
28059,77,2015-07-30
17321,48,2015-04-06
2210,7,2015-01-14
2201,7,2015-01-05
29156,80,2015-07-29
28801,79,2015-08-09
20872,57,2015-12-15
33559,92,2015-08-03
16930,47,2015-03-12
26135,72,2015-04-28
32357,89,2015-04-23
22201,61,2015-08-02
30134,83,2015-03-31
13661,38,2015-04-07
14451,40,2015-06-03
8003,22,2015-10-29
16330,45,2015-07-22
33265,91,2015-10-15
35291,97,2015-04-25
18679,51,2015-12-21
15038,42,2015-01-09
16704,46,2015-07-30
28375,78,2015-06-10
28082,77,2015-08-22
27224,75,2015-04-18
1634,5,2015-06-19
2046,6,2015-08-04
14986,41,2015-11-19
22222,61,2015-08-23
34557,95,2015-04-24
36273,99,2015-12-29
36599,100,2015-11-19
17977,50,2015-01-19
36250,99,2015-12-06
6626,19,2015-01-26
23806,65,2015-12-19
33316,91,2015-12-05
12870,36,2015-02-07
25834,71,2015-07-02
21818,60,2015-07-16
11396,32,2015-01-31
9272,26,2015-04-15
12939,36,2015-04-17
29537,81,2015-08-13
28718,79,2015-05-18
9010,25,2015-07-29
36400,100,2015-05-04
9950,28,2015-02-20
8631,24,2015-07-17
26141,72,2015-05-04
29965,82,2015-10-14
19192,53,2015-05-14
28271,78,2015-02-26
8295,23,2015-08-16
9993,28,2015-04-04
36219,99,2015-11-05
33864,93,2015-06-03
13931,38,2016-01-01
11354,31,2015-12-21
28060,77,2015-07-31
76,1,2015-03-18
28879,79,2015-10-26
11878,33,2015-05-25
29731,82,2015-02-22
24576,68,2015-01-24
410,2,2015-02-14
11614,32,2015-09-05
25756,71,2015-04-15
12245,34,2015-05-26
34070,93,2015-12-26
14121,39,2015-07-09
34485,95,2015-02-11
26446,73,2015-03-03
18735,52,2015-02-13
32837,90,2015-08-15
10239,28,2015-12-06
8118,23,2015-02-20
35881,98,2015-12-03
13486,37,2015-10-15
20498,56,2015-12-07
29887,82,2015-07-28
26938,74,2015-07-07
19797,55,2015-01-07
33837,93,2015-05-07
34722,95,2015-10-06
4564,13,2015-06-17
293,1,2015-10-21
13606,38,2015-02-11
7320,20,2015-12-20
4613,13,2015-08-05
17283,48,2015-02-27
5676,16,2015-06-26
7422,21,2015-03-31
28863,79,2015-10-10
30210,83,2015-06-15
7547,21,2015-08-03
26878,74,2015-05-08
18098,50,2015-05-20
31565,87,2015-02-24
30154,83,2015-04-20
1460,4,2015-12-28
17976,50,2015-01-18
23250,64,2015-06-13
11840,33,2015-04-17
14866,41,2015-07-22
525,2,2015-06-08
28234,78,2015-01-20
8673,24,2015-08-28
8137,23,2015-03-11
6591,18,2015-12-23
24999,69,2015-03-22
32580,89,2015-12-02
4204,12,2015-06-24
2026,6,2015-07-15
11899,33,2015-06-15
32929,90,2015-11-14
378,2,2015-01-13
7060,20,2015-04-04
20123,55,2015-11-29
22921,63,2015-07-20
18434,51,2015-04-20
26308,72,2015-10-18
17874,49,2015-10-09
3782,11,2015-04-30
36495,100,2015-08-07
31130,85,2015-12-18
24948,69,2015-01-30
6322,18,2015-03-29
8402,23,2015-12-01
28756,79,2015-06-25
3632,10,2015-12-03
36289,100,2015-01-13
3208,9,2015-10-06
12124,34,2015-01-25
21554,59,2015-10-26
34404,94,2015-11-23
22881,63,2015-06-10
22777,63,2015-02-26
21522,59,2015-09-24
35250,97,2015-03-15
33575,92,2015-08-19
19237,53,2015-06-28
5621,16,2015-05-02
10800,30,2015-06-18
5636,16,2015-05-17
20512,56,2015-12-21
18766,52,2015-03-16
4896,14,2015-05-12
3419,10,2015-05-04
27580,76,2015-04-08
19104,53,2015-02-15
3894,11,2015-08-20
11160,31,2015-06-11
31063,85,2015-10-12
13558,37,2015-12-26
18937,52,2015-09-03
25381,70,2015-04-07
10293,29,2015-01-28
24716,68,2015-06-13
35931,99,2015-01-21
25162,69,2015-09-01
12578,35,2015-04-23
23835,66,2015-01-16
20962,58,2015-03-14
4334,12,2015-11-01
3098,9,2015-06-18
2451,7,2015-09-11
7413,21,2015-03-22
21387,59,2015-05-12
21124,58,2015-08-23
25385,70,2015-04-11
33598,92,2015-09-11
9408,26,2015-08-29
36198,99,2015-10-15
3701,11,2015-02-09
22907,63,2015-07-06
16683,46,2015-07-09
21950,60,2015-11-25
16195,45,2015-03-09
2356,7,2015-06-08
25275,69,2015-12-23
19874,55,2015-03-25
34609,95,2015-06-15
13419,37,2015-08-09
4954,14,2015-07-09
15054,42,2015-01-25
20411,56,2015-09-12
20680,57,2015-06-06
9573,27,2015-02-09
8151,23,2015-03-25
29906,82,2015-08-16
33408,92,2015-03-06
33638,92,2015-10-21
5761,16,2015-09-18
2977,9,2015-02-17
21873,60,2015-09-09
36252,99,2015-12-08
26935,74,2015-07-04
7799,22,2015-04-09
12626,35,2015-06-10
5560,16,2015-03-02
34050,93,2015-12-06
29207,80,2015-09-18
35827,98,2015-10-10
19139,53,2015-03-22
24579,68,2015-01-27
898,3,2015-06-15
36104,99,2015-07-13
14378,40,2015-03-22
35219,97,2015-02-12
8777,24,2015-12-10
13182,36,2015-12-16
33863,93,2015-06-02
30072,83,2015-01-28
35586,98,2015-02-13
12843,36,2015-01-11
26955,74,2015-07-24
17338,48,2015-04-23
14694,41,2015-01-31
3425,10,2015-05-10
7204,20,2015-08-26
34977,96,2015-06-17
23873,66,2015-02-23
25168,69,2015-09-07
20378,56,2015-08-10
20272,56,2015-04-26
27067,74,2015-11-13
18705,52,2015-01-15
10243,28,2015-12-10
23841,66,2015-01-22
36007,99,2015-04-07
31428,86,2015-10-11
32999,91,2015-01-22
19586,54,2015-06-11
28748,79,2015-06-17
8764,24,2015-11-27
33865,93,2015-06-04
4606,13,2015-07-29
20548,57,2015-01-25
3184,9,2015-09-12
25795,71,2015-05-24
31956,88,2015-03-21
17436,48,2015-07-30
14403,40,2015-04-16
27717,76,2015-08-23
31064,85,2015-10-13
1119,4,2015-01-21
17906,49,2015-11-10
20294,56,2015-05-18
19631,54,2015-07-26
29312,80,2016-01-01
33248,91,2015-09-28
18706,52,2015-01-16
20991,58,2015-04-12
8570,24,2015-05-17
24812,68,2015-09-17
19168,53,2015-04-20
29848,82,2015-06-19
13377,37,2015-06-28
23157,64,2015-03-12
29406,81,2015-04-04
9479,26,2015-11-08
30563,84,2015-05-31
1083,3,2015-12-17
6935,19,2015-12-01
9585,27,2015-02-21
499,2,2015-05-13
17286,48,2015-03-02
3268,9,2015-12-05
34966,96,2015-06-06
4931,14,2015-06-16
11276,31,2015-10-05
6035,17,2015-06-17
10042,28,2015-05-23
17313,48,2015-03-29
33369,92,2015-01-26
7682,21,2015-12-15
26150,72,2015-05-13
13149,36,2015-11-13
1299,4,2015-07-20
15503,43,2015-04-18
28252,78,2015-02-07
7377,21,2015-02-14
17036,47,2015-06-26
31879,88,2015-01-03
9367,26,2015-07-19
15358,42,2015-11-25
27162,75,2015-02-15
14473,40,2015-06-25
31536,87,2015-01-26
10225,28,2015-11-22
2318,7,2015-05-01
34091,94,2015-01-15
1886,6,2015-02-25
5511,16,2015-01-12
5653,16,2015-06-03
10756,30,2015-05-05
17324,48,2015-04-09
35792,98,2015-09-05
3777,11,2015-04-25
8464,24,2015-01-31
2728,8,2015-06-14
7796,22,2015-04-06
8432,23,2015-12-31
24503,67,2015-11-13
12047,33,2015-11-10
30712,84,2015-10-27
25742,71,2015-04-01
1787,5,2015-11-19
10507,29,2015-08-30
13227,37,2015-01-29
30460,84,2015-02-17
9830,27,2015-10-24
27329,75,2015-08-01
9155,25,2015-12-20
22828,63,2015-04-18
16181,45,2015-02-23
18225,50,2015-09-24
33904,93,2015-07-13
24623,68,2015-03-12
16908,47,2015-02-18
12032,33,2015-10-26
35141,96,2015-11-28
7905,22,2015-07-23
15174,42,2015-05-25
19047,52,2015-12-21
35040,96,2015-08-19
25892,71,2015-08-29
19650,54,2015-08-14
34594,95,2015-05-31
34303,94,2015-08-15
15868,44,2015-04-17
2143,6,2015-11-09
6850,19,2015-09-07
9116,25,2015-11-11
13822,38,2015-09-15
30928,85,2015-05-30
4218,12,2015-07-08
28587,79,2015-01-07
24950,69,2015-02-01
29473,81,2015-06-10
26923,74,2015-06-22
7264,20,2015-10-25
1089,3,2015-12-23
34894,96,2015-03-26
31451,86,2015-11-03
15465,43,2015-03-11
14153,39,2015-08-10
32736,90,2015-05-06
27055,74,2015-11-01
6497,18,2015-09-20
34475,95,2015-02-01
29454,81,2015-05-22
5366,15,2015-08-23
26306,72,2015-10-16
26887,74,2015-05-17
16144,45,2015-01-17
24258,67,2015-03-13
23106,64,2015-01-20
34681,95,2015-08-26
33987,93,2015-10-04
35397,97,2015-08-09
21563,59,2015-11-04
34436,94,2015-12-25
25056,69,2015-05-18
10710,30,2015-03-20
19031,52,2015-12-05
33080,91,2015-04-13
9999,28,2015-04-10
4396,13,2015-01-01
16728,46,2015-08-23
13159,36,2015-11-23
34636,95,2015-07-12
36368,100,2015-04-02
23586,65,2015-05-14
30027,82,2015-12-15
30069,83,2015-01-25
22739,63,2015-01-20
18545,51,2015-08-09
23374,64,2015-10-15
14145,39,2015-08-02
14484,40,2015-07-06
12893,36,2015-03-02
11602,32,2015-08-24
33050,91,2015-03-14
30556,84,2015-05-24
23357,64,2015-09-28
2668,8,2015-04-15
4605,13,2015-07-28
17989,50,2015-01-31
19805,55,2015-01-15
22112,61,2015-05-05
2806,8,2015-08-31
5593,16,2015-04-04
24985,69,2015-03-08
30490,84,2015-03-19
25324,70,2015-02-09
23209,64,2015-05-03
28957,80,2015-01-11
21532,59,2015-10-04
27638,76,2015-06-05
34582,95,2015-05-19
9363,26,2015-07-15
6722,19,2015-05-02
21698,60,2015-03-18
19656,54,2015-08-20
12297,34,2015-07-17
22420,62,2015-03-08
35916,99,2015-01-06
21877,60,2015-09-13
20076,55,2015-10-13
10491,29,2015-08-14
29598,81,2015-10-13
16867,47,2015-01-08
18931,52,2015-08-28
33056,91,2015-03-20
5139,15,2015-01-09
36561,100,2015-10-12
8105,23,2015-02-07
25899,71,2015-09-05
8117,23,2015-02-19
34456,95,2015-01-13
22792,63,2015-03-13
29621,81,2015-11-05
33038,91,2015-03-02
6394,18,2015-06-09
28805,79,2015-08-13
20053,55,2015-09-20
20545,57,2015-01-22
26644,73,2015-09-17
28736,79,2015-06-05
29641,81,2015-11-25
15862,44,2015-04-11
11587,32,2015-08-09
18913,52,2015-08-10
21383,59,2015-05-08
31751,87,2015-08-29
29318,81,2015-01-06
36218,99,2015-11-04
10434,29,2015-06-18
20446,56,2015-10-16
24373,67,2015-07-06
18637,51,2015-11-09
954,3,2015-08-10
1066,3,2015-11-30
36236,99,2015-11-22
26457,73,2015-03-14
1946,6,2015-04-26
11699,32,2015-11-29
24478,67,2015-10-19
16498,46,2015-01-05
34088,94,2015-01-12
23444,64,2015-12-24
24803,68,2015-09-08
13656,38,2015-04-02
17025,47,2015-06-15
32537,89,2015-10-20
19502,54,2015-03-19
17,1,2015-01-18
33849,93,2015-05-19
8431,23,2015-12-30
14999,41,2015-12-02
14599,40,2015-10-29
21520,59,2015-09-22
31840,87,2015-11-26
16204,45,2015-03-18
11558,32,2015-07-11
35127,96,2015-11-14
20790,57,2015-09-24
27250,75,2015-05-14
24857,68,2015-11-01
24275,67,2015-03-30
27029,74,2015-10-06
13945,39,2015-01-14
1648,5,2015-07-03
25887,71,2015-08-24
11973,33,2015-08-28
9714,27,2015-06-30
25603,70,2015-11-15
11944,33,2015-07-30
30638,84,2015-08-14
27198,75,2015-03-23
28330,78,2015-04-26
27827,76,2015-12-11
34373,94,2015-10-24
10660,30,2015-01-29
23074,63,2015-12-20
13981,39,2015-02-19
35650,98,2015-04-18
5614,16,2015-04-25
21089,58,2015-07-19
27326,75,2015-07-29
24743,68,2015-07-10
574,2,2015-07-27
28959,80,2015-01-13
10617,29,2015-12-18
5389,15,2015-09-15
18143,50,2015-07-04
14292,39,2015-12-27
27786,76,2015-10-31
28404,78,2015-07-09
22134,61,2015-05-27
33929,93,2015-08-07
11138,31,2015-05-20
16300,45,2015-06-22
35780,98,2015-08-24
2574,8,2015-01-11
5495,15,2015-12-29
10638,30,2015-01-07
27274,75,2015-06-07
12848,36,2015-01-16
22974,63,2015-09-11
25488,70,2015-07-23
35282,97,2015-04-16
36196,99,2015-10-13
10571,29,2015-11-02
23379,64,2015-10-20
31292,86,2015-05-28
6289,18,2015-02-24
13013,36,2015-06-30
7467,21,2015-05-15
17881,49,2015-10-16
6431,18,2015-07-16
25847,71,2015-07-15
23297,64,2015-07-30
34097,94,2015-01-21
21491,59,2015-08-24
14906,41,2015-08-31
9671,27,2015-05-18
34832,96,2015-01-23
80,1,2015-03-22
29366,81,2015-02-23
31338,86,2015-07-13
14745,41,2015-03-23
29371,81,2015-02-28
5986,17,2015-04-29
25424,70,2015-05-20
15480,43,2015-03-26
3731,11,2015-03-11
3852,11,2015-07-09
11795,33,2015-03-03
19133,53,2015-03-16
23499,65,2015-02-16
35774,98,2015-08-18
32646,90,2015-02-05
6599,18,2015-12-31
1956,6,2015-05-06
21407,59,2015-06-01
9302,26,2015-05-15
31852,87,2015-12-08
14750,41,2015-03-28
9826,27,2015-10-20
2946,9,2015-01-17
34961,96,2015-06-01
14000,39,2015-03-10
14513,40,2015-08-04
19972,55,2015-07-01
28917,79,2015-12-03
17010,47,2015-05-31
6012,17,2015-05-25
22085,61,2015-04-08
16080,44,2015-11-15
36313,100,2015-02-06
24450,67,2015-09-21
15728,43,2015-11-29
30962,85,2015-07-03
10398,29,2015-05-13
5673,16,2015-06-23
35555,98,2015-01-13
27977,77,2015-05-09
20636,57,2015-04-23
983,3,2015-09-08
17072,47,2015-08-01
34548,95,2015-04-15
17812,49,2015-08-09
29871,82,2015-07-12
23823,66,2015-01-04
21179,58,2015-10-17
32362,89,2015-04-28
36102,99,2015-07-11
29300,80,2015-12-20
23872,66,2015-02-22
21040,58,2015-05-31
7686,21,2015-12-19
4858,14,2015-04-04
12161,34,2015-03-03
35875,98,2015-11-27
29136,80,2015-07-09
19742,54,2015-11-14
18310,50,2015-12-18
15544,43,2015-05-29
11426,32,2015-03-02
23569,65,2015-04-27
5790,16,2015-10-17
28406,78,2015-07-11
17319,48,2015-04-04
27200,75,2015-03-25
533,2,2015-06-16
11922,33,2015-07-08
10531,29,2015-09-23
2620,8,2015-02-26
28983,80,2015-02-06
34457,95,2015-01-14
34836,96,2015-01-27
4312,12,2015-10-10
27413,75,2015-10-24
24068,66,2015-09-05
25526,70,2015-08-30
23448,64,2015-12-28
24779,68,2015-08-15
8682,24,2015-09-06
18447,51,2015-05-03
31766,87,2015-09-13
287,1,2015-10-15
35967,99,2015-02-26
18413,51,2015-03-30
13798,38,2015-08-22
28407,78,2015-07-12
24983,69,2015-03-06
5633,16,2015-05-14
33107,91,2015-05-10
19071,53,2015-01-13
25660,71,2015-01-10
13080,36,2015-09-05
8088,23,2015-01-21
30021,82,2015-12-09
20952,58,2015-03-04
12434,34,2015-12-01
36329,100,2015-02-22
32144,88,2015-09-24
5014,14,2015-09-07
4778,14,2015-01-14
11945,33,2015-07-31
8591,24,2015-06-07
10898,30,2015-09-23
11681,32,2015-11-11
10038,28,2015-05-19
5330,15,2015-07-18
7214,20,2015-09-05
36200,99,2015-10-17
27593,76,2015-04-21
31513,87,2015-01-03
24029,66,2015-07-28
17315,48,2015-03-31
14803,41,2015-05-20
15776,44,2015-01-15
23347,64,2015-09-18
22927,63,2015-07-26
6494,18,2015-09-17
17223,47,2015-12-30
32298,89,2015-02-23
17915,49,2015-11-19
25949,71,2015-10-25
20775,57,2015-09-09
8045,22,2015-12-10
28208,77,2015-12-26
35468,97,2015-10-19
4333,12,2015-10-31
17243,48,2015-01-18
10027,28,2015-05-08
33802,93,2015-04-02
18653,51,2015-11-25
28338,78,2015-05-04
18426,51,2015-04-12
22261,61,2015-10-01
32479,89,2015-08-23
24659,68,2015-04-17
14501,40,2015-07-23
2885,8,2015-11-18
8290,23,2015-08-11
27466,75,2015-12-16
10849,30,2015-08-06
27010,74,2015-09-17
10547,29,2015-10-09
33087,91,2015-04-20
3876,11,2015-08-02
22472,62,2015-04-29
15206,42,2015-06-26
16037,44,2015-10-03
4984,14,2015-08-08
5902,17,2015-02-05
21758,60,2015-05-17
9286,26,2015-04-29
8256,23,2015-07-08
10103,28,2015-07-23
